T	Layout	IType	ItOuter	ItInner	ni_	nj_	nk_	size_	is_	ie_	js_	je_	ks_	ke_	tiling_[0]	tiling_[1]	tiling_[2]	vector_length_	nvars_	pre_step_type_	step_type_	func_type_	post_step_type_	ncells_	flops_per_cell_	arith_intensity_	nsteps_	ndims_	elapsed_times_[0]	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000721216	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000718592	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000664032	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000728992	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000713408	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000683008	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000720224	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000444256	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000358176	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000443136	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000444512	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.0003616	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000444992	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000448992	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000368192	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00044496	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.0010561	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.0009016	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00106554	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00106387	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000905984	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00108669	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00104483	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000892064	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	512	2	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00106573	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000223008	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000230592	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000223072	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000223776	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.00022784	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000222656	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000220384	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000228736	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000226816	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.00073152	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000743392	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000714816	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.00072656	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.00074464	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.00072896	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.00073824	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000728352	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.46875	5	1	0.000731456	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000591104	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000667264	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000582848	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000588448	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000670752	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00058832	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000586176	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000685856	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.000589984	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00133251	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.0012184	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00126531	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00127997	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00124486	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00130749	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00131117	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.00125962	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kLambda	kNone	216000	15	0.234375	5	1	0.0012983	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000224352	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.00022624	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000225664	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000222592	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000227488	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000223648	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000221472	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000223296	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000222208	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000753152	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000749888	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.00075264	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000746016	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000739072	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000735584	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000719616	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000730496	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.46875	5	1	0.000726016	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000585024	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00066448	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000581792	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000583584	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000658688	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000579392	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00059776	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000659744	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.000593792	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00128282	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00126896	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00124829	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00129274	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00122605	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00131389	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.0012801	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00128672	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	2	61	2	61	2	61	64	8	1	0	5	kNone	kMDRange	kFunctor	kNone	216000	15	0.234375	5	1	0.00130982	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116288	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116227	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116152	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116266	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116238	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.011614	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116089	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116359	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.0116162	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.44542	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.440583	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.446704	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.446422	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.44106	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.4464	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.446659	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.44053	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.46875	5	1	0.446702	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.234375	5	1	0.0304632	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.234375	5	1	0.0406677	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	256	256	256	16777216	0	255	0	255	0	255	512	1	1	0	5	kNone	kMDRange	kLambda	kNone	16777216	15	0.234375	5	1	0.0307754	
