T	Layout	IType	ItOuter	ItInner	ni_	nj_	nk_	size_	is_	ie_	js_	je_	ks_	ke_	tiling_[0]	tiling_[1]	tiling_[2]	vector_length_	nvars_	pre_step_type_	step_type_	post_step_type_	ncells_	flops_per_cell_	arith_intensity_	nsteps_	ndims_	elapsed_times_[0]	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.0376015	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.0375208	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.0375941	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.0376522	
float	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.037526	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00481094	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00467043	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00481854	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00481768	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00467496	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00482207	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0048343	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00467639	
double	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.00483486	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0415107	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0409547	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0417107	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0418459	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0408134	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0416889	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0416052	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0409401	
double	Kokkos::LayoutRight	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	1	1	0	5	kNone	kMDRange	kNone	266240	15	0.234375	5	1	0.0415564	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00404063	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00390909	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Left	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00404821	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00404674	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00389677	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Right	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00404416	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Left	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00404846	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Right	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00390187	
float	Kokkos::LayoutLeft	long	Kokkos::Iterate::Default	Kokkos::Iterate::Default	64	64	64	262144	0	63	0	63	0	64	256	2	1	0	5	kNone	kMDRange	kNone	266240	15	0.46875	5	1	0.00405297	
